Lag,Autocorrelation,Date,Is_Weekend,Significant
1,0.8430651386009773,2024-08-30,False,True
2,0.7129811002351502,2024-08-29,False,True
3,0.6224440660698901,2024-08-28,False,True
4,0.5691801303460644,2024-08-27,False,True
5,0.5360245438018082,2024-08-26,False,True
6,0.5628846083448625,2024-08-25,True,True
7,0.568640344359501,2024-08-24,True,True
8,0.5090340203444009,2024-08-23,False,True
9,0.4559207713138177,2024-08-22,False,True
10,0.4246209063442696,2024-08-21,False,True
11,0.36309971642909905,2024-08-20,False,True
12,0.3106732163117154,2024-08-19,False,True
13,0.3019775289880193,2024-08-18,True,True
14,0.313449150103289,2024-08-17,True,True
15,0.2863607969696066,2024-08-16,False,True
16,0.2542780605942374,2024-08-15,False,True
17,0.23819980721594464,2024-08-14,False,True
18,0.2127979066083691,2024-08-13,False,True
19,0.20637239409166758,2024-08-12,False,True
20,0.241332794778237,2024-08-11,True,True
21,0.27983950928185347,2024-08-10,True,True
22,0.24558228854553812,2024-08-09,False,True
23,0.2141829385923093,2024-08-08,False,True
24,0.20202562478170022,2024-08-07,False,True
25,0.20802947429513755,2024-08-06,False,True
26,0.2139374949377624,2024-08-05,False,True
27,0.2567599033703696,2024-08-04,True,True
28,0.28005716752984555,2024-08-03,True,True
29,0.2485936689954979,2024-08-02,False,True
30,0.2191221196252317,2024-08-01,False,True
31,0.21047389188212848,2024-07-31,False,True
32,0.21265407727622188,2024-07-30,False,True
33,0.21103499924682292,2024-07-29,False,True
34,0.23305694377715708,2024-07-28,True,True
35,0.24404007188377835,2024-07-27,True,True
36,0.20052486958667204,2024-07-26,False,True
52,0.2091708871448292,2024-07-10,False,True
53,0.23269609048976575,2024-07-09,False,True
54,0.26271062676633117,2024-07-08,False,True
55,0.3020242321155166,2024-07-07,True,True
56,0.33784811335680703,2024-07-06,True,True
57,0.32149974213025384,2024-07-05,False,True
58,0.2939398068725227,2024-07-04,False,True
59,0.296161058314982,2024-07-03,False,True
60,0.3077629456026807,2024-07-02,False,True
61,0.32257701115703535,2024-07-01,False,True
62,0.3472864322854087,2024-06-30,True,True
63,0.36461909749992333,2024-06-29,True,True
64,0.3348797924296827,2024-06-28,False,True
65,0.2998350620653577,2024-06-27,False,True
66,0.27668118398651514,2024-06-26,False,True
67,0.25469067701164616,2024-06-25,False,True
68,0.23756029607227153,2024-06-24,False,True
69,0.23413110015168132,2024-06-23,True,True
70,0.22118193707915587,2024-06-22,True,True
